"Nome Completo";"Nome para Urna Eletronica";"Numero do Candidato";"Situacao";"Sigla do Partido";"Numero do Partido";"Nome da Coligacao";"Composicao da Coligacao";"Cargo";"Sexo";"Data de Nascimento";"Estado Civil";"Ocupacao";"Grau de Instrucao";"Nacionalidade";"Municipio/UF de Nascimento";"Julgamento da Prest. de Contas";"Resultado da Eleicao";"Numero Protocolo";"Numero Processo";"CNPJ de Campanha"
"VALERI DORNAS";"VAVA";12502;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1963-03-18";"Solteiro(a)";"Outros";"Superior completo";"Brasileira nata";"CORONEL FABRICIANO / MG";;"Suplente";429652010;"5293-33.2010.6.13.0000";"12.191.143/0001-07"
"VALERIO DIAS DE OLIVEIRA";"VALERIO DIAS";23666;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1972-10-23";"Casado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";587992010;"6302-30.2010.6.13.0000";"12.338.975/0001-03"
"VALMIRO ALVES LOPES";"TUPETE";12999;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1967-12-27";"Solteiro(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"MALACACHETA / MG";;"Suplente";429662010;"5294-18.2010.6.13.0000";"12.191.085/0001-11"
"VALTER CARNEIRO DE LIMA";"VALTER CARNEIRO";22600;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1956-01-18";"Casado(a)";"Motorista de Veículos de Transporte de Carga";"Ensino Fundamental completo";"Brasileira nata";"PATOS DE MINAS / MG";;"Suplente";520152010;"5777-48.2010.6.13.0000";"12.256.092/0001-54"
"VALTER MALTA";"VALTINHO";28228;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1953-02-03";"Divorciado(a)";"Outros";"Superior incompleto";"Brasileira nata";"JOÃO MONLEVADE / MG";;"Suplente";415952010;"4427-25.2010.6.13.0000";"12.171.743/0001-03"
"VANDERLEI ANDRADE MIRANDA";"PASTOR VANDERLEI MIRANDA";15000;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1952-07-12";"Casado(a)";"Deputado";"Ensino Fundamental completo";"Brasileira nata";"TABAJARA / MG";;"Eleito";424252010;"5008-40.2010.6.13.0000";"12.173.186/0001-60"
"VANDERLEI DA SILVA GUSMÃO";"VANDERLEI GUSMÃO";65655;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1958-03-11";"Separado(a) judicialmente";"Motorista Particular";"Ensino Fundamental completo";"Brasileira nata";"PARANAIGUARA / GO";;"Suplente";443082010;"5469-12.2010.6.13.0000";"12.204.345/0001-46"
"VANDERLEI LOPES BARBOSA";"PROF.VANDERLEI - LECO";13234;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1972-10-24";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"SANTA MARGARIDA / MG";;"Suplente";435022010;"4922-69.2010.6.13.0000";"12.206.555/0001-73"
"VANDERLEI RICARDO JANGROSSI";"VANDERLEI JANGROSSI";11444;"INAPTO (Renúncia)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1966-03-10";"Casado(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"PIRACICABA / SP";;"Renúncia/falecimento/cassação antes da eleição";417522010;"4535-54.2010.6.13.0000";"12.171.367/0001-57"
"VANDERLEI TOLEDO";"VANDERLEI DA CEMIG";65678;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1973-10-12";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"TRES CORAÇÕES / MG";;"Suplente";428762010;"5215-39.2010.6.13.0000";"12.191.423/0001-15"
"VANDERLEY FIDELIS";"FIDELIS";65345;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1962-11-21";"Separado(a) judicialmente";"Outros";"Ensino Médio completo";"Brasileira nata";"CONSELHEIRO PENA / MG";;"Suplente";428772010;"5216-24.2010.6.13.0000";"12.190.987/0001-33"
"VANDERLIN MARTINS DE PAULA";"VANDERLIN";50444;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1959-05-25";"Casado(a)";"Empresário";"Superior incompleto";"Brasileira nata";"SABARA / MG";;"Não eleito";422692010;"3741-33.2010.6.13.0000";"12.176.602/0001-83"
"VANDETH MENDES JUNIOR";"DR. VANDETH JUNIOR";22789;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1968-05-02";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";411952010;"4020-19.2010.6.13.0000";"12.179.524/0001-70"
"VANESSA SILVA CORDEIRO HABER";"VANESSA CORDEIRO";65321;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Feminino";"1981-07-16";"Casado(a)";"Administrador";"Superior incompleto";"Brasileira nata";"JUIZ DE FORA / MG";;"Suplente";428782010;"5217-09.2010.6.13.0000";"12.189.663/0001-85"
"VANIA CARVALHO PINHEIRO";"VÂNIA PINHEIRO";16003;"APTO (Deferido)";"PSTU";16;0;0;"Deputado Estadual";"Feminino";"1972-04-04";"Solteiro(a)";"Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro)";"Ensino Médio completo";"Brasileira nata";"MONTES CLAROS / MG";;"Não eleito";414802010;"4237-62.2010.6.13.0000";"12.311.782/0001-69"
"VICENTE COSME DAMIÃO DE SOUZA";"VICENTE COSME DAMIÃO";23888;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1958-08-27";"Solteiro(a)";"Estudante, Bolsista, Estagiário e Assemelhados";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";420182010;"4879-35.2010.6.13.0000";"12.176.480/0001-25"
"VICENTE DE PAULA BRAGA";"VICENTE BRAGA";14345;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1957-12-06";"Casado(a)";"Supervisor, Inspetor e Agente de Compras e Vendas";"Ensino Médio completo";"Brasileira nata";"ALVARENGA / MG";;"Suplente";419112010;"4717-40.2010.6.13.0000";"12.175.842/0001-63"
"VICENTE DE PAULA DE OLIVEIRA";"VICENTE MUZINGA";14366;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1954-09-26";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"SÃO PEDRO DOS FERROS / MG";;"Suplente";419122010;"4718-25.2010.6.13.0000";"12.174.084/0001-69"
"VICENTE PAULO DA SILVA";"PROFESSOR VICENTE PAULO";28728;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1952-08-02";"Divorciado(a)";"Professor e Instrutor de Formação Profissional";"Superior completo";"Brasileira nata";"CAMPINA VERDE / MG";;"Suplente";415962010;"4428-10.2010.6.13.0000";"12.174.943/0001-10"
"VINÍCIUS SAMÔR DE LACERDA";"VINÍCIUS SAMÔR";13700;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1988-01-04";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"UBÁ / MG";;"Suplente";421142010;"4920-02.2010.6.13.0000";"12.170.464/0001-25"
"VITALINA FRANCISCA MARISA DE SOUZA";"MARISA SOUZA";65456;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Feminino";"1971-09-27";"Solteiro(a)";"Assistente Social";"Superior completo";"Brasileira nata";"GUIRICEMA / MG";;"Suplente";428792010;"5218-91.2010.6.13.0000";"12.191.378/0001-07"
"VIVIANE GOMES DE MATOS";"VIVIANE MATOS";25888;"APTO (Deferido)";"DEM";25;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Feminino";"1975-10-23";"Casado(a)";"Professor e Instrutor de Formação Profissional";"Superior completo";"Brasileira nata";"CURVELO / MG";;"Suplente";417532010;"4536-39.2010.6.13.0000";"12.167.158/0001-30"
"WAGNER LIMA OLIVEIRA";"CABO WAGNER";31200;"INAPTO (Indeferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1955-03-13";"Casado(a)";"Militar Reformado";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;;423782010;"4981-57.2010.6.13.0000";"12.173.649/0001-93"
"WAGNER WELLYNGTHON DE BUENO BRANDÃO";"WAGNER BUENO BRANDÃO";45660;"APTO (Deferido)";"PSDB";45;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1963-03-17";"Casado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"SANTOS / SP";;"Suplente";417542010;"4537-24.2010.6.13.0000";"12.177.342/0001-60"
"WAILSON LIMA MADEIRA";"VAILSON DA SAÚDE";22888;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1974-07-07";"Casado(a)";"Vereador";"Ensino Médio completo";"Brasileira nata";"CORONEL FABRICIANO / MG";;"Suplente";411962010;"4021-04.2010.6.13.0000";"12.167.153/0001-07"
"WALDECIR MACHADO TAVEIRA";"WALDECIR TAVEIRA";31555;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1964-04-11";"Separado(a) judicialmente";"Servidor Público Municipal";"Superior incompleto";"Brasileira nata";"CATAGUASES / MG";;"Suplente";423792010;"4984-12.2010.6.13.0000";"12.177.468/0001-35"
"WALDEMAR ANTONIO LEMES FILHO";"WALDEMAR";15345;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1955-11-17";"Solteiro(a)";"Comerciante";"Superior completo";"Brasileira nata";"CABO VERDE / MG";;"Suplente";424242010;"5007-55.2010.6.13.0000";"12.174.653/0001-76"
"WALDIR CAMILO RODRIGUES";"CAMILO DA GONTIJO";43999;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1971-07-05";"Casado(a)";"Motorista de Veículos de Transporte Coletivo de Passageiros";"Ensino Médio completo";"Brasileira nata";"CAMBUQUIRA / MG";;"Suplente";410872010;"3981-22.2010.6.13.0000";"12.180.927/0001-30"
"WALDIR INACIO";"WALDIR INACIO";50131;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1961-02-05";"Casado(a)";"Assistente Social";"Ensino Fundamental completo";"Brasileira nata";"POÇOS DE CALDAS / MG";;"Não eleito";422702010;"3743-03.2010.6.13.0000";"12.168.438/0001-62"
"WALDIR RUFINO DOS SANTOS";"WALDIR O JOVEM";70386;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1925-01-18";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Fundamental completo";"Brasileira nata";"NOVA LIMA / MG";;"Suplente";514742010;"5749-80.2010.6.13.0000";"12.256.101/0001-07"
"WALLACE RODRIGO DE PAULA";"WALLACE FUMAÇA";15007;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1980-05-10";"Solteiro(a)";"Músico";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";493952010;"5647-58.2010.6.13.0000";"12.235.186/0001-47"
"WALMAR MANOEL DA CONCEIÇÃO";"WALMAR BIGODE";19678;"APTO (Deferido)";"PTN";19;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1965-01-08";"Casado(a)";"Policial Militar";"Ensino Fundamental incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";499542010;"5668-34.2010.6.13.0000";"12.241.671/0001-23"
"WALQUIR ROCHA AVELAR JUNIOR";"WALQUIR AVELAR";14999;"INAPTO (Renúncia)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1972-11-09";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"OLIVEIRA / MG";;;419132010;"4719-10.2010.6.13.0000";"12.181.077/0001-94"
"WALTER DE OLIVEIRA JÚNIOR";"WALTER DE OLIVEIRA JÚNIOR";15500;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1975-08-27";"Casado(a)";"Outros";"Ensino Médio incompleto";"Brasileira nata";"GOVERNADOR VALADARES / MG";;"Suplente";547082010;"5959-34.2010.6.13.0000";"12.280.833/0001-32"
"WALTER JOSE LESSA";"DR. LESSA";10011;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1950-10-13";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"EMBUABA / SP";;"Suplente";421152010;"4921-84.2010.6.13.0000";"12.167.512/0001-26"
"WALTER REIS DE SOUZA";"CABO REIS";19190;"APTO (Deferido)";"PTN";19;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1966-11-18";"Casado(a)";"Policial Militar";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";423802010;"4987-64.2010.6.13.0000";"12.178.774/0001-96"
"WALTER RODRIGUES FILHO";"WALTER RODRIGUES";12512;"APTO (Indeferido com recurso)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1960-03-24";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"RIO DE JANEIRO / RJ";;"Indeferido com Recurso";429672010;"5295-03.2010.6.13.0000";"12.190.677/0001-19"
"WANDER JOSE GODDARD BORGES";"WANDER BORGES";40640;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1959-03-16";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"SABARA / MG";;"Eleito";419142010;"4720-92.2010.6.13.0000";"12.174.507/0001-40"
"WANDER LÚCIO SILVA ALMEIDA";"MISSIONÁRIO WANDER";28010;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1951-09-25";"Casado(a)";"Outros";"Superior incompleto";"Brasileira nata";"ITINGA / MG";;"Suplente";415972010;"4430-77.2010.6.13.0000";"12.173.184/0001-70"
"WANDERLEI ALVES CAMPOS";"WANDERLEI ALVES";28288;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1969-01-27";"Separado(a) judicialmente";"Locutor e Comentarista de Rádio e Televisão e Radialista";"Ensino Fundamental incompleto";"Brasileira nata";"SANTA MARGARIDA / MG";;"Suplente";415982010;"4432-47.2010.6.13.0000";"12.179.829/0001-82"
"WANDERLEIA ALVES DA SILVA";"WANDERLEIA ALVES";11888;"INAPTO (Renúncia)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Feminino";"1965-06-02";"Divorciado(a)";"Artesão";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Renúncia/falecimento/cassação antes da eleição";417552010;"4539-91.2010.6.13.0000";"12.180.104/0001-04"
"WANDERLUCIO DA COSTA CHAVES";"BISPO WANDERLUCIO";20789;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1968-11-09";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CURVELO / MG";;"Suplente";412932010;"4107-72.2010.6.13.0000";"12.178.446/0001-90"
"WANDERSON FÁBIO DE LIMA";"WANDERSON LIMA";11123;"APTO (Deferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1973-03-16";"Solteiro(a)";"Vereador";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";417562010;"4541-61.2010.6.13.0000";"12.168.473/0001-81"
"WANTUIR ANTONIO ELOI";"SARGENTO WANTUIR ELOI";36565;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1969-11-09";"Casado(a)";"Policial Militar";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";415992010;"4433-32.2010.6.13.0000";"12.204.839/0001-20"
"WASHINGTON CARLOS RODRIGUES LOPES";"WASHINGTON LOPES";10010;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1969-04-21";"Solteiro(a)";"Servidor Público Municipal";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";421172010;"4923-54.2010.6.13.0000";"12.178.856/0001-30"
"WASHINGTON FERNANDO RODRIGUES";"SARGENTO RODRIGUES";12312;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1964-05-30";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"ITUPEVA / BA";;"Eleito";429682010;"5296-85.2010.6.13.0000";"12.190.860/0001-14"
"WASHINGTON RAIMUNDO DA SILVA";"PROFESSOR WASHINGTON";28468;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1966-02-17";"Casado(a)";"Professor de Ensino Fundamental";"Superior completo";"Brasileira nata";"PEDRO LEOPOLDO / MG";;"Suplente";416002010;"4435-02.2010.6.13.0000";"12.178.758/0001-01"
"WEDERSON DOMINGOS DIAS";"MESTRE WOLVERINE";33375;"INAPTO (Indeferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1975-09-01";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CAETE / MG";;;407452010;"3869-53.2010.6.13.0000";"12.168.551/0001-48"
"WELINGTON MOREIRA DE OLIVEIRA";"DR WELINGTON";70600;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1962-12-27";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"JANUARIA / MG";;"Suplente";416982010;"4561-52.2010.6.13.0000";"12.178.301/0001-99"
"WELITON LICIO VALADARES";"PROFESSOR VALADARES";23150;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1938-11-21";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Superior completo";"Brasileira nata";"PAPAGAIOS / MG";;"Suplente";420192010;"4881-05.2010.6.13.0000";"12.170.076/0001-44"
"WELLINGTON GONÇALVES DE MAGALHAES";"WELLINGTON MAGALHAES";33998;"INAPTO (Renúncia)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1966-02-09";"Casado(a)";"Vereador";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;;407462010;"3870-38.2010.6.13.0000";"12.178.312/0001-79"
"WELLINGTON JOSE MENEZES ALVES";"WELLINGTON";65265;"APTO (Indeferido com recurso)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1957-11-09";"Divorciado(a)";"Advogado";"Superior completo";"Brasileira nata";"LEOPOLDINA / MG";;"Indeferido com Recurso";428802010;"5219-76.2010.6.13.0000";"12.190.217/0001-90"
"WELLINGTON RODRIGUES GONÇALVES";"DR. WELLINGTON";36036;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1968-06-02";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";416012010;"4436-84.2010.6.13.0000";"12.180.497/0001-56"
"WELSON NUNES DA SILVA";"WELSON NUNES";70001;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1972-10-05";"Solteiro(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"ARACUAI / MG";;"Suplente";416992010;"4562-37.2010.6.13.0000";"12.167.400/0001-75"
"WELTON LUIZ DE MELO";"WELTON MANSO";31300;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1968-01-24";"Casado(a)";"Gerente";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";423812010;"4989-34.2010.6.13.0000";"12.178.534/0001-91"
"WESLEY COELHO DE SÁ";"WESLEY COELHO LORÃO";13855;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1972-09-11";"Divorciado(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";421182010;"4924-39.2010.6.13.0000";"12.167.579/0001-60"
"WESTERLEY ALVES MOREIRA";"MOREIRA";14456;"INAPTO (Indeferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1975-03-29";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"TEÓFILO OTONI / MG";;"Registro negado antes da eleição";419152010;"4721-77.2010.6.13.0000";"12.181.705/0001-31"
"WILLIAM MACHADO";"WILLIAM MACHADO";19345;"APTO (Deferido)";"PTN";19;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1956-11-27";"Separado(a) judicialmente";"Empresário";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";423822010;"4992-86.2010.6.13.0000";"12.204.213/0001-14"
"WILLIAN GOMES EUGÊNIO";"WILLIAN EUGÊNIO";65001;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1971-06-07";"Casado(a)";"Produtor Agropecuário";"Superior completo";"Brasileira nata";"RIO PARDO DE MINAS / MG";;"Suplente";428812010;"5220-61.2010.6.13.0000";"12.191.171/0001-24"
"WILLIAN SALIM COSTA";"WILLIAN SALIM";23611;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1956-04-26";"Casado(a)";"Contador";"Superior completo";"Brasileira nata";"TIMOTEO / MG";;"Suplente";588002010;"6303-15.2010.6.13.0000";"12.339.005/0001-22"
"WILLIAN SOARES DO CARMO";"WILLIAM PADEIRO";50126;"INAPTO (Indeferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1974-03-08";"Casado(a)";"Artesão";"Ensino Fundamental incompleto";"Brasileira nata";"RIBEIRÃO DAS NEVES / MG";;;422712010;"3745-70.2010.6.13.0000";"12.197.971/0001-52"
"WILLIAN VIEIRA BATISTA";"WILLIAM BARREIRO";25500;"APTO (Deferido)";"DEM";25;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1960-11-22";"Casado(a)";"Outros";"Lê e escreve";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";417572010;"4543-31.2010.6.13.0000";"12.177.772/0001-82"
"WILSON ARNALDO PINHEIRO";"WILSON PINHEIRO";36011;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1959-05-29";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"PRESIDENTE OLEGARIO / MG";;"Suplente";416022010;"4438-54.2010.6.13.0000";"12.175.411/0001-05"
"WILSON CALIXTO NOGUEIRA";"WILSON CALIXTO";12210;"INAPTO (Indeferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1945-06-23";"Viúvo(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;;429692010;"5297-70.2010.6.13.0000";"12.190.243/0001-19"
"WILSON DAS GRAÇAS SILVA";"WILSON NICÃO";23010;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1964-07-17";"Solteiro(a)";"Empresário";"Superior incompleto";"Brasileira nata";"MANTENA / MG";;"Suplente";420202010;"4883-72.2010.6.13.0000";"12.178.330/0001-50"
"WILSON ROBERTO BATISTA";"DR. WILSON BATISTA";17017;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1969-05-21";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"SÃO JOÃO DEL REI / MG";;"Eleito";407472010;"3871-23.2010.6.13.0000";"12.179.622/0001-08"
"WILSON RUBENS TONHOLO DE REZENDE";"PROFESSOR WILSON DO POTENCIA";25257;"APTO (Deferido)";"DEM";25;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1959-11-07";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"BARBACENA / MG";;"Suplente";417582010;"4545-98.2010.6.13.0000";"12.174.601/0001-08"
"WILSON VENANCIO SANTOS GUEDES";"CABO VENANCIO VENANCIO PRIMU";70006;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1969-05-03";"Casado(a)";"Policial Militar";"Ensino Médio incompleto";"Brasileira nata";"TEOFILO OTONI / MG";;"Suplente";417002010;"4563-22.2010.6.13.0000";"12.249.122/0001-03"
"WLADIMIR DE FREITAS CUNHA";"WLADIMIR DE FREITAS";43889;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1967-04-05";"Divorciado(a)";"Motorista Particular";"Ensino Médio incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";410882010;"3982-07.2010.6.13.0000";"12.178.759/0001-48"
"ZAQUEU RODRIGUES EVANGELISTA";"ZAQUEU";70193;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1971-12-14";"Casado(a)";"Policial Militar";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";417012010;"4564-07.2010.6.13.0000";"12.311.780/0001-70"
"ZENILTON ALVES ROCHA";"ZENILTON ALVES";40150;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1969-03-29";"Casado(a)";"Cobrador de Transporte Coletivo";"Superior incompleto";"Brasileira nata";"JACINTO / MG";;"Suplente";419162010;"4722-62.2010.6.13.0000";"12.180.187/0001-31"
"ZILÁ CORREIA FERNANDES DE SOUZA";"ZILÁ CORREIA";23265;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Feminino";"1960-06-15";"Casado(a)";"Outros";"Ensino Fundamental incompleto";"Brasileira nata";"SABINÓPOLIS / MG";;"Suplente";420212010;"4890-64.2010.6.13.0000";"12.180.566/0001-21"
"ZILDA HELENA DOS SANTOS VIEIRA";"ZILDA";13111;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1966-10-04";"Solteiro(a)";"Outros";"Superior completo";"Brasileira nata";"CONSELHEIRO LAFAIETE / MG";;"Suplente";421192010;"4925-24.2010.6.13.0000";"12.181.865/0001-80"
